chapter_id,chapter_title,section_id,section_title,description,core_question,core_thesis
CH08,第八章　冷战、社会主义设计、去殖民化与国家建设,8.6,拉丁美洲与非洲的现代化项目,发展主义、民族文化和不平等结构。,冷战和去殖民化如何产生多种“现代生活”方案？社会主义国家与新独立国家怎样使用设计建立生产秩序、公共身份和未来想象？,战后设计不是一个由西向东扩散的国际风格，而是不同政治经济体制对住房、生产、宣传、公共服务和民族身份的竞争性设计。国家能力、资源条件和殖民遗产决定了现代化的不同路径。
CH08,第八章　冷战、社会主义设计、去殖民化与国家建设,8.7,国际援助与专家网络,标准、课程、展览和技术合作中的权力关系。,冷战和去殖民化如何产生多种“现代生活”方案？社会主义国家与新独立国家怎样使用设计建立生产秩序、公共身份和未来想象？,战后设计不是一个由西向东扩散的国际风格，而是不同政治经济体制对住房、生产、宣传、公共服务和民族身份的竞争性设计。国家能力、资源条件和殖民遗产决定了现代化的不同路径。
CH09,第九章　消费社会、家庭、性别与企业形象,9.1,丰裕社会与消费公民,收入、零售、广告和耐用消费品。,战后设计如何进入家庭、身体与身份？企业系统和大众媒介如何塑造选择，而消费者又如何挪用、修理和拒绝设计？,消费不是生产结束后的被动环节。家庭劳动、性别角色、青年文化、品牌传播和使用实践共同重写产品意义；企业形象把设计从单件产品扩大为组织化传播系统。
CH09,第九章　消费社会、家庭、性别与企业形象,9.2,厨房、家电与家庭劳动,效率承诺如何重新分配而非简单消除劳动。,战后设计如何进入家庭、身体与身份？企业系统和大众媒介如何塑造选择，而消费者又如何挪用、修理和拒绝设计？,消费不是生产结束后的被动环节。家庭劳动、性别角色、青年文化、品牌传播和使用实践共同重写产品意义；企业形象把设计从单件产品扩大为组织化传播系统。
CH09,第九章　消费社会、家庭、性别与企业形象,9.3,性别化职业与物品,谁设计、谁使用、谁被代表。,战后设计如何进入家庭、身体与身份？企业系统和大众媒介如何塑造选择，而消费者又如何挪用、修理和拒绝设计？,消费不是生产结束后的被动环节。家庭劳动、性别角色、青年文化、品牌传播和使用实践共同重写产品意义；企业形象把设计从单件产品扩大为组织化传播系统。
CH09,第九章　消费社会、家庭、性别与企业形象,9.4,青年文化、亚文化使用与商业吸收,音乐、服装、杂志和短周期商品；区分参与者自我认同、媒体命名、改装／收藏与后来的商业吸收、学术解释。,战后设计如何进入家庭、身体与身份？企业系统和大众媒介如何塑造选择，而消费者又如何挪用、修理和拒绝设计？,消费不是生产结束后的被动环节。家庭劳动、性别角色、青年文化、品牌传播和使用实践共同重写产品意义；企业形象把设计从单件产品扩大为组织化传播系统。
CH09,第九章　消费社会、家庭、性别与企业形象,9.5,企业形象的系统化,标志、字体、包装、建筑和内部规范。,战后设计如何进入家庭、身体与身份？企业系统和大众媒介如何塑造选择，而消费者又如何挪用、修理和拒绝设计？,消费不是生产结束后的被动环节。家庭劳动、性别角色、青年文化、品牌传播和使用实践共同重写产品意义；企业形象把设计从单件产品扩大为组织化传播系统。
CH09,第九章　消费社会、家庭、性别与企业形象,9.6,瑞士平面与国际主义传播,网格、客观性与组织权威。,战后设计如何进入家庭、身体与身份？企业系统和大众媒介如何塑造选择，而消费者又如何挪用、修理和拒绝设计？,消费不是生产结束后的被动环节。家庭劳动、性别角色、青年文化、品牌传播和使用实践共同重写产品意义；企业形象把设计从单件产品扩大为组织化传播系统。
CH09,第九章　消费社会、家庭、性别与企业形象,9.7,信息设计、公共可读性与使用者能动性,Isotype、交通导视、跨语言沟通，以及选择、维修、拒绝和再利用。,战后设计如何进入家庭、身体与身份？企业系统和大众媒介如何塑造选择，而消费者又如何挪用、修理和拒绝设计？,消费不是生产结束后的被动环节。家庭劳动、性别角色、青年文化、品牌传播和使用实践共同重写产品意义；企业形象把设计从单件产品扩大为组织化传播系统。
CH10,第十章　新中国设计制度的重组（1949—1978）,10.1,制度重组与术语延续,院校、行业部门、研究所及“工艺美术”范畴。,在计划经济、单位制度和政治动员条件下，设计由哪些机构与职业完成？“美术”“工艺美术”“轻工业设计”和宣传工作之间是什么关系？,1949—1978年的中国设计不是职业设计的空白期，而是一套以国家计划、轻工业、工艺美术、宣传出版、展览和群众生活为节点的设计系统；它的价值、作者制度与流通方式不同于市场型工业设计。
CH10,第十章　新中国设计制度的重组（1949—1978）,10.2,计划生产中的设计劳动,任务来源、设计室、样品、审批、定型与批量生产。,在计划经济、单位制度和政治动员条件下，设计由哪些机构与职业完成？“美术”“工艺美术”“轻工业设计”和宣传工作之间是什么关系？,1949—1978年的中国设计不是职业设计的空白期，而是一套以国家计划、轻工业、工艺美术、宣传出版、展览和群众生活为节点的设计系统；它的价值、作者制度与流通方式不同于市场型工业设计。
CH10,第十章　新中国设计制度的重组（1949—1978）,10.3,轻工业与日用品,纺织、陶瓷、家具、搪瓷、钟表和包装。,在计划经济、单位制度和政治动员条件下，设计由哪些机构与职业完成？“美术”“工艺美术”“轻工业设计”和宣传工作之间是什么关系？,1949—1978年的中国设计不是职业设计的空白期，而是一套以国家计划、轻工业、工艺美术、宣传出版、展览和群众生活为节点的设计系统；它的价值、作者制度与流通方式不同于市场型工业设计。
CH10,第十章　新中国设计制度的重组（1949—1978）,10.4,大型公共活动与公共建筑,全运会及其场馆、展览空间、公共建筑、导视系统与公共服务设施。,在计划经济、单位制度和政治动员条件下，设计由哪些机构与职业完成？“美术”“工艺美术”“轻工业设计”和宣传工作之间是什么关系？,1949—1978年的中国设计不是职业设计的空白期，而是一套以国家计划、轻工业、工艺美术、宣传出版、展览和群众生活为节点的设计系统；它的价值、作者制度与流通方式不同于市场型工业设计。
CH10,第十章　新中国设计制度的重组（1949—1978）,10.5,宣传视觉与出版系统,招贴、连环画、报刊、字体和公共空间。,在计划经济、单位制度和政治动员条件下，设计由哪些机构与职业完成？“美术”“工艺美术”“轻工业设计”和宣传工作之间是什么关系？,1949—1978年的中国设计不是职业设计的空白期，而是一套以国家计划、轻工业、工艺美术、宣传出版、展览和群众生活为节点的设计系统；它的价值、作者制度与流通方式不同于市场型工业设计。
CH10,第十章　新中国设计制度的重组（1949—1978）,10.6,工艺美术与民族形式,传统技艺、出口创汇、地方组织和文化表述。,在计划经济、单位制度和政治动员条件下，设计由哪些机构与职业完成？“美术”“工艺美术”“轻工业设计”和宣传工作之间是什么关系？,1949—1978年的中国设计不是职业设计的空白期，而是一套以国家计划、轻工业、工艺美术、宣传出版、展览和群众生活为节点的设计系统；它的价值、作者制度与流通方式不同于市场型工业设计。
CH10,第十章　新中国设计制度的重组（1949—1978）,10.7,短缺、政治变动与专业适应,耐用、代用材料、修理和再利用，以及专业知识的中断、转化和隐性延续。,在计划经济、单位制度和政治动员条件下，设计由哪些机构与职业完成？“美术”“工艺美术”“轻工业设计”和宣传工作之间是什么关系？,1949—1978年的中国设计不是职业设计的空白期，而是一套以国家计划、轻工业、工艺美术、宣传出版、展览和群众生活为节点的设计系统；它的价值、作者制度与流通方式不同于市场型工业设计。
CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,11.1,现代主义危机的社会条件,城市更新、消费社会、青年反叛与媒体扩张。,现代主义为何从“解决方案”变成被批判的对象？形式、符号、历史记忆和大众文化如何重新进入设计？,后现代并非现代主义之后的单一风格，而是对功能主义、普遍主义、专业权威和城市更新后果的多重反应；反设计、波普、激进建筑、符号学和亚文化在不同制度与群体中改变了设计意义的生产方式。
CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,11.2,波普与日常商品,高低文化边界、复制和消费图像。,现代主义为何从“解决方案”变成被批判的对象？形式、符号、历史记忆和大众文化如何重新进入设计？,后现代并非现代主义之后的单一风格，而是对功能主义、普遍主义、专业权威和城市更新后果的多重反应；反设计、波普、激进建筑、符号学和亚文化在不同制度与群体中改变了设计意义的生产方式。
CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,11.3,意大利激进设计与反设计,对家庭、商品和专业制度的戏仿。,现代主义为何从“解决方案”变成被批判的对象？形式、符号、历史记忆和大众文化如何重新进入设计？,后现代并非现代主义之后的单一风格，而是对功能主义、普遍主义、专业权威和城市更新后果的多重反应；反设计、波普、激进建筑、符号学和亚文化在不同制度与群体中改变了设计意义的生产方式。
CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,11.4,建筑的复杂、矛盾与符号,从纯粹功能转向历史、地域和大众传播。,现代主义为何从“解决方案”变成被批判的对象？形式、符号、历史记忆和大众文化如何重新进入设计？,后现代并非现代主义之后的单一风格，而是对功能主义、普遍主义、专业权威和城市更新后果的多重反应；反设计、波普、激进建筑、符号学和亚文化在不同制度与群体中改变了设计意义的生产方式。
CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,11.5,孟菲斯及对象的叙事化,色彩、表面、游戏和市场。,现代主义为何从“解决方案”变成被批判的对象？形式、符号、历史记忆和大众文化如何重新进入设计？,后现代并非现代主义之后的单一风格，而是对功能主义、普遍主义、专业权威和城市更新后果的多重反应；反设计、波普、激进建筑、符号学和亚文化在不同制度与群体中改变了设计意义的生产方式。
CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,11.6,朋克、自出版与亚文化图形,低技术生产、青年身份与商业吸收；不把某一视觉符号直接等同于统一的政治立场。,现代主义为何从“解决方案”变成被批判的对象？形式、符号、历史记忆和大众文化如何重新进入设计？,后现代并非现代主义之后的单一风格，而是对功能主义、普遍主义、专业权威和城市更新后果的多重反应；反设计、波普、激进建筑、符号学和亚文化在不同制度与群体中改变了设计意义的生产方式。
CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,11.7,后现代的全球传播与边界,不同地区如何选择性使用后现代语言。,现代主义为何从“解决方案”变成被批判的对象？形式、符号、历史记忆和大众文化如何重新进入设计？,后现代并非现代主义之后的单一风格，而是对功能主义、普遍主义、专业权威和城市更新后果的多重反应；反设计、波普、激进建筑、符号学和亚文化在不同制度与群体中改变了设计意义的生产方式。
CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,12.1,从职业伦理到社会批判,设计服务市场的合法性危机。,当设计的社会与环境后果成为研究对象，专业设计师还能垄断问题定义和方案决策吗？,20世纪后半叶的设计批判把责任从产品性能扩展到生命周期、社会参与、身体差异和制度后果；但“以人为中心”若不追问权力、资源和非人环境，仍可能复制既有不平等。
CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,12.2,帕帕奈克与真实世界,社会需求、低成本技术及其家长主义争议。,当设计的社会与环境后果成为研究对象，专业设计师还能垄断问题定义和方案决策吗？,20世纪后半叶的设计批判把责任从产品性能扩展到生命周期、社会参与、身体差异和制度后果；但“以人为中心”若不追问权力、资源和非人环境，仍可能复制既有不平等。
CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,12.3,环境设计与生命周期,能源、材料、污染、耐用、维修和废弃。,当设计的社会与环境后果成为研究对象，专业设计师还能垄断问题定义和方案决策吗？,20世纪后半叶的设计批判把责任从产品性能扩展到生命周期、社会参与、身体差异和制度后果；但“以人为中心”若不追问权力、资源和非人环境，仍可能复制既有不平等。
CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,12.4,参与式设计的北欧传统,工作场所民主、共同设计和知识分配。,当设计的社会与环境后果成为研究对象，专业设计师还能垄断问题定义和方案决策吗？,20世纪后半叶的设计批判把责任从产品性能扩展到生命周期、社会参与、身体差异和制度后果；但“以人为中心”若不追问权力、资源和非人环境，仍可能复制既有不平等。
CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,12.5,通用设计与残障社会模型,从“特殊使用者”转向制度性障碍。,当设计的社会与环境后果成为研究对象，专业设计师还能垄断问题定义和方案决策吗？,20世纪后半叶的设计批判把责任从产品性能扩展到生命周期、社会参与、身体差异和制度后果；但“以人为中心”若不追问权力、资源和非人环境，仍可能复制既有不平等。
CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,12.6,女性主义设计批评,家庭劳动、身体经验、照护与知识位置。,当设计的社会与环境后果成为研究对象，专业设计师还能垄断问题定义和方案决策吗？,20世纪后半叶的设计批判把责任从产品性能扩展到生命周期、社会参与、身体差异和制度后果；但“以人为中心”若不追问权力、资源和非人环境，仍可能复制既有不平等。
CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,12.7,社会创新、社区设计与正义,地方能力、共创、代表权、决策权、利益冲突及项目退出后的持续性。,当设计的社会与环境后果成为研究对象，专业设计师还能垄断问题定义和方案决策吗？,20世纪后半叶的设计批判把责任从产品性能扩展到生命周期、社会参与、身体差异和制度后果；但“以人为中心”若不追问权力、资源和非人环境，仍可能复制既有不平等。
CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,13.1,后福特生产与供应链,外包、柔性生产、物流和全球分工。,全球化如何重写“设计发生在哪里、作者是谁、价值由谁获得”？中国从计划体制向市场和全球制造网络转型时，设计制度发生了什么变化？,全球化没有让设计无国界，而是把概念、制造、品牌、知识产权和废弃分配到不平等的地域网络。中国设计在教育恢复、制造业增长、城市消费和文化主体性讨论中重新制度化。
CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,13.2,品牌从标志到体验系统,产品、空间、广告、服务和组织文化。,全球化如何重写“设计发生在哪里、作者是谁、价值由谁获得”？中国从计划体制向市场和全球制造网络转型时，设计制度发生了什么变化？,全球化没有让设计无国界，而是把概念、制造、品牌、知识产权和废弃分配到不平等的地域网络。中国设计在教育恢复、制造业增长、城市消费和文化主体性讨论中重新制度化。
CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,13.3,跨国公司、区域流动与地方市场,标准化、适应性设计和文化翻译，以及香港、台湾与内地之间的教育、出版、公司和专业网络。,全球化如何重写“设计发生在哪里、作者是谁、价值由谁获得”？中国从计划体制向市场和全球制造网络转型时，设计制度发生了什么变化？,全球化没有让设计无国界，而是把概念、制造、品牌、知识产权和废弃分配到不平等的地域网络。中国设计在教育恢复、制造业增长、城市消费和文化主体性讨论中重新制度化。
CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,13.4,设计教育、学科史与职业制度恢复,1978年后中国官方教育政策、专业与学科目录、院校建制、设计学院、行业组织和职业网络。,全球化如何重写“设计发生在哪里、作者是谁、价值由谁获得”？中国从计划体制向市场和全球制造网络转型时，设计制度发生了什么变化？,全球化没有让设计无国界，而是把概念、制造、品牌、知识产权和废弃分配到不平等的地域网络。中国设计在教育恢复、制造业增长、城市消费和文化主体性讨论中重新制度化。
CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,13.5,“中国制造”的形成,OEM、加工贸易、产业集群与隐形设计劳动。,全球化如何重写“设计发生在哪里、作者是谁、价值由谁获得”？中国从计划体制向市场和全球制造网络转型时，设计制度发生了什么变化？,全球化没有让设计无国界，而是把概念、制造、品牌、知识产权和废弃分配到不平等的地域网络。中国设计在教育恢复、制造业增长、城市消费和文化主体性讨论中重新制度化。
CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,13.6,城市化与消费视觉,广告、包装、企业形象、媒体、北京奥运会等大型公共活动及其场馆、导视和公共空间。,全球化如何重写“设计发生在哪里、作者是谁、价值由谁获得”？中国从计划体制向市场和全球制造网络转型时，设计制度发生了什么变化？,全球化没有让设计无国界，而是把概念、制造、品牌、知识产权和废弃分配到不平等的地域网络。中国设计在教育恢复、制造业增长、城市消费和文化主体性讨论中重新制度化。
CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,13.7,从制造到创造的政策话语,自主品牌、文化资源和作者身份；以海尔、联想、华为等企业的可核验产品与品牌档案为候选案例。,全球化如何重写“设计发生在哪里、作者是谁、价值由谁获得”？中国从计划体制向市场和全球制造网络转型时，设计制度发生了什么变化？,全球化没有让设计无国界，而是把概念、制造、品牌、知识产权和废弃分配到不平等的地域网络。中国设计在教育恢复、制造业增长、城市消费和文化主体性讨论中重新制度化。
CH14,第十四章　交互、服务与平台：数字设计的制度化,14.1,从计算工具到软件媒介,批处理、个人计算、数字创作工具与“软件化”的设计对象。,计算机、网络与移动媒介如何从辅助工具转变为设计对象和组织基础？当设计对象从实体产品转向交互过程、服务关系和平台生态，设计的作者、证据、评价与责任如何变化？,数字设计不是把屏幕当作新画布，而是计算媒介、交互研究、软件生产、网络基础设施和组织流程共同制度化的结果。以人为中心设计扩大了对使用情境的关注；服务化与平台化又使设计从单个界面扩展到持续运营的规则系统，并把使用者同时置于参与者、数据来源、内容劳动者和被治理对象的位置。
CH14,第十四章　交互、服务与平台：数字设计的制度化,14.2,图形用户界面与交互范式,桌面隐喻、直接操控、可见性及用户行动路径。,计算机、网络与移动媒介如何从辅助工具转变为设计对象和组织基础？当设计对象从实体产品转向交互过程、服务关系和平台生态，设计的作者、证据、评价与责任如何变化？,数字设计不是把屏幕当作新画布，而是计算媒介、交互研究、软件生产、网络基础设施和组织流程共同制度化的结果。以人为中心设计扩大了对使用情境的关注；服务化与平台化又使设计从单个界面扩展到持续运营的规则系统，并把使用者同时置于参与者、数据来源、内容劳动者和被治理对象的位置。
CH14,第十四章　交互、服务与平台：数字设计的制度化,14.3,HCI与设计方法的汇合,可用性、认知模型、参与式方法、用户研究和原型如何进入专业流程。,计算机、网络与移动媒介如何从辅助工具转变为设计对象和组织基础？当设计对象从实体产品转向交互过程、服务关系和平台生态，设计的作者、证据、评价与责任如何变化？,数字设计不是把屏幕当作新画布，而是计算媒介、交互研究、软件生产、网络基础设施和组织流程共同制度化的结果。以人为中心设计扩大了对使用情境的关注；服务化与平台化又使设计从单个界面扩展到持续运营的规则系统，并把使用者同时置于参与者、数据来源、内容劳动者和被治理对象的位置。
CH14,第十四章　交互、服务与平台：数字设计的制度化,14.4,网络、网页与移动交互,超文本、浏览器、开放标准、触屏、位置和持续连接。,计算机、网络与移动媒介如何从辅助工具转变为设计对象和组织基础？当设计对象从实体产品转向交互过程、服务关系和平台生态，设计的作者、证据、评价与责任如何变化？,数字设计不是把屏幕当作新画布，而是计算媒介、交互研究、软件生产、网络基础设施和组织流程共同制度化的结果。以人为中心设计扩大了对使用情境的关注；服务化与平台化又使设计从单个界面扩展到持续运营的规则系统，并把使用者同时置于参与者、数据来源、内容劳动者和被治理对象的位置。
CH14,第十四章　交互、服务与平台：数字设计的制度化,14.5,服务设计与组织流程,触点、旅程、前台／后台，以及设计如何进入跨部门协作。,计算机、网络与移动媒介如何从辅助工具转变为设计对象和组织基础？当设计对象从实体产品转向交互过程、服务关系和平台生态，设计的作者、证据、评价与责任如何变化？,数字设计不是把屏幕当作新画布，而是计算媒介、交互研究、软件生产、网络基础设施和组织流程共同制度化的结果。以人为中心设计扩大了对使用情境的关注；服务化与平台化又使设计从单个界面扩展到持续运营的规则系统，并把使用者同时置于参与者、数据来源、内容劳动者和被治理对象的位置。
CH14,第十四章　交互、服务与平台：数字设计的制度化,14.6,设计系统与平台规模化,组件、接口、版本管理、组织协同和平台规则。,计算机、网络与移动媒介如何从辅助工具转变为设计对象和组织基础？当设计对象从实体产品转向交互过程、服务关系和平台生态，设计的作者、证据、评价与责任如何变化？,数字设计不是把屏幕当作新画布，而是计算媒介、交互研究、软件生产、网络基础设施和组织流程共同制度化的结果。以人为中心设计扩大了对使用情境的关注；服务化与平台化又使设计从单个界面扩展到持续运营的规则系统，并把使用者同时置于参与者、数据来源、内容劳动者和被治理对象的位置。
CH14,第十四章　交互、服务与平台：数字设计的制度化,14.7,数据化商业模式及其边界,注意力、个性化、暗黑模式、内容生产与平台劳动。,计算机、网络与移动媒介如何从辅助工具转变为设计对象和组织基础？当设计对象从实体产品转向交互过程、服务关系和平台生态，设计的作者、证据、评价与责任如何变化？,数字设计不是把屏幕当作新画布，而是计算媒介、交互研究、软件生产、网络基础设施和组织流程共同制度化的结果。以人为中心设计扩大了对使用情境的关注；服务化与平台化又使设计从单个界面扩展到持续运营的规则系统，并把使用者同时置于参与者、数据来源、内容劳动者和被治理对象的位置。
CH15,第十五章　批判、推测、转型与多元世界设计,15.1,从产品批评到批判性对象,对象如何制造陌生化和价值冲突。,设计是否只能解决既定问题？批判设计、推测设计、转型设计和多元世界设计如何改变设计知识、政治与未来的关系？,当代批判实践把设计从解决方案生产扩展为问题揭示、公共争论和世界建构，但其展览化、精英化和代表他者的风险必须被检验。多元世界设计进一步要求重新分配问题定义权和未来想象权。
CH15,第十五章　批判、推测、转型与多元世界设计,15.2,设计虚构与推测设计,情境、道具、原型和未来叙事。,设计是否只能解决既定问题？批判设计、推测设计、转型设计和多元世界设计如何改变设计知识、政治与未来的关系？,当代批判实践把设计从解决方案生产扩展为问题揭示、公共争论和世界建构，但其展览化、精英化和代表他者的风险必须被检验。多元世界设计进一步要求重新分配问题定义权和未来想象权。
CH15,第十五章　批判、推测、转型与多元世界设计,15.3,对推测设计的反批评,特定欧美中产经验被普遍化、画廊语境与实际影响证据。,设计是否只能解决既定问题？批判设计、推测设计、转型设计和多元世界设计如何改变设计知识、政治与未来的关系？,当代批判实践把设计从解决方案生产扩展为问题揭示、公共争论和世界建构，但其展览化、精英化和代表他者的风险必须被检验。多元世界设计进一步要求重新分配问题定义权和未来想象权。
CH15,第十五章　批判、推测、转型与多元世界设计,15.4,对抗性设计与公共争议,设计如何组织而非消除政治冲突。,设计是否只能解决既定问题？批判设计、推测设计、转型设计和多元世界设计如何改变设计知识、政治与未来的关系？,当代批判实践把设计从解决方案生产扩展为问题揭示、公共争论和世界建构，但其展览化、精英化和代表他者的风险必须被检验。多元世界设计进一步要求重新分配问题定义权和未来想象权。
CH15,第十五章　批判、推测、转型与多元世界设计,15.5,转型设计与系统时间尺度,多层系统、长期变迁和行动联盟。,设计是否只能解决既定问题？批判设计、推测设计、转型设计和多元世界设计如何改变设计知识、政治与未来的关系？,当代批判实践把设计从解决方案生产扩展为问题揭示、公共争论和世界建构，但其展览化、精英化和代表他者的风险必须被检验。多元世界设计进一步要求重新分配问题定义权和未来想象权。
CH15,第十五章　批判、推测、转型与多元世界设计,15.6,去殖民设计与知识位置,谁有权命名问题、保存知识和代表共同体。,设计是否只能解决既定问题？批判设计、推测设计、转型设计和多元世界设计如何改变设计知识、政治与未来的关系？,当代批判实践把设计从解决方案生产扩展为问题揭示、公共争论和世界建构，但其展览化、精英化和代表他者的风险必须被检验。多元世界设计进一步要求重新分配问题定义权和未来想象权。
CH15,第十五章　批判、推测、转型与多元世界设计,15.7,多元世界与自主性,相互依存、地方世界建构及不可通约性。,设计是否只能解决既定问题？批判设计、推测设计、转型设计和多元世界设计如何改变设计知识、政治与未来的关系？,当代批判实践把设计从解决方案生产扩展为问题揭示、公共争论和世界建构，但其展览化、精英化和代表他者的风险必须被检验。多元世界设计进一步要求重新分配问题定义权和未来想象权。
CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,16.1,从规则系统到机器学习系统,设计对象由确定流程转向概率行为。,当机构把具名算法或生成式系统部署到分类、推荐、内容生成和决策辅助任务时，设计责任怎样在开发者、部署者、平台、使用者和监管者之间分配？中国平台经济和智能产业如何改变设计职业、日常生活与文化生产？,本章提出的教材判断是：把AI系统部署到设计与公共任务中，并未使设计责任消失，而是使责任分布到数据集、模型、提示、界面、平台政策、算力基础设施、部署组织和用户反馈之间。每个案例必须标明系统版本、部署者、具体任务、比较基线与资料截止日，并同时考察可用性、分配后果、劳动、文化偏差、能源消耗和治理机制。
CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,16.2,数据集作为设计材料,分类、标注、代表性和历史偏差。,当机构把具名算法或生成式系统部署到分类、推荐、内容生成和决策辅助任务时，设计责任怎样在开发者、部署者、平台、使用者和监管者之间分配？中国平台经济和智能产业如何改变设计职业、日常生活与文化生产？,本章提出的教材判断是：把AI系统部署到设计与公共任务中，并未使设计责任消失，而是使责任分布到数据集、模型、提示、界面、平台政策、算力基础设施、部署组织和用户反馈之间。每个案例必须标明系统版本、部署者、具体任务、比较基线与资料截止日，并同时考察可用性、分配后果、劳动、文化偏差、能源消耗和治理机制。
CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,16.3,推荐、搜索与可见性政治,排序如何塑造知识、消费和公共文化。,当机构把具名算法或生成式系统部署到分类、推荐、内容生成和决策辅助任务时，设计责任怎样在开发者、部署者、平台、使用者和监管者之间分配？中国平台经济和智能产业如何改变设计职业、日常生活与文化生产？,本章提出的教材判断是：把AI系统部署到设计与公共任务中，并未使设计责任消失，而是使责任分布到数据集、模型、提示、界面、平台政策、算力基础设施、部署组织和用户反馈之间。每个案例必须标明系统版本、部署者、具体任务、比较基线与资料截止日，并同时考察可用性、分配后果、劳动、文化偏差、能源消耗和治理机制。
CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,16.4,生成式AI与作者制度,共同创作、风格模仿、版权、真实性和专业劳动。,当机构把具名算法或生成式系统部署到分类、推荐、内容生成和决策辅助任务时，设计责任怎样在开发者、部署者、平台、使用者和监管者之间分配？中国平台经济和智能产业如何改变设计职业、日常生活与文化生产？,本章提出的教材判断是：把AI系统部署到设计与公共任务中，并未使设计责任消失，而是使责任分布到数据集、模型、提示、界面、平台政策、算力基础设施、部署组织和用户反馈之间。每个案例必须标明系统版本、部署者、具体任务、比较基线与资料截止日，并同时考察可用性、分配后果、劳动、文化偏差、能源消耗和治理机制。
CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,16.5,自动化界面与人的控制权,解释、纠错、退出、申诉与安全边界。,当机构把具名算法或生成式系统部署到分类、推荐、内容生成和决策辅助任务时，设计责任怎样在开发者、部署者、平台、使用者和监管者之间分配？中国平台经济和智能产业如何改变设计职业、日常生活与文化生产？,本章提出的教材判断是：把AI系统部署到设计与公共任务中，并未使设计责任消失，而是使责任分布到数据集、模型、提示、界面、平台政策、算力基础设施、部署组织和用户反馈之间。每个案例必须标明系统版本、部署者、具体任务、比较基线与资料截止日，并同时考察可用性、分配后果、劳动、文化偏差、能源消耗和治理机制。
CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,16.6,隐形劳动与行星基础设施,数据标注、内容审核、芯片、云计算、能源、碳、水、矿产、生物多样性、电子废弃物与代际责任。,当机构把具名算法或生成式系统部署到分类、推荐、内容生成和决策辅助任务时，设计责任怎样在开发者、部署者、平台、使用者和监管者之间分配？中国平台经济和智能产业如何改变设计职业、日常生活与文化生产？,本章提出的教材判断是：把AI系统部署到设计与公共任务中，并未使设计责任消失，而是使责任分布到数据集、模型、提示、界面、平台政策、算力基础设施、部署组织和用户反馈之间。每个案例必须标明系统版本、部署者、具体任务、比较基线与资料截止日，并同时考察可用性、分配后果、劳动、文化偏差、能源消耗和治理机制。
CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,16.7,中国平台化生活与设计职业,移动支付、电商、短视频、即时配送、智能硬件和设计组织；小米、华为等品牌只在取得可核验的产品、系统与组织材料后作为案例。,当机构把具名算法或生成式系统部署到分类、推荐、内容生成和决策辅助任务时，设计责任怎样在开发者、部署者、平台、使用者和监管者之间分配？中国平台经济和智能产业如何改变设计职业、日常生活与文化生产？,本章提出的教材判断是：把AI系统部署到设计与公共任务中，并未使设计责任消失，而是使责任分布到数据集、模型、提示、界面、平台政策、算力基础设施、部署组织和用户反馈之间。每个案例必须标明系统版本、部署者、具体任务、比较基线与资料截止日，并同时考察可用性、分配后果、劳动、文化偏差、能源消耗和治理机制。
CH99,结语　从正典到关系、责任与可能性,C.0,结语综合,从正典转向关系、责任、证据与可能性的全书回收,,
