source_id,corpus,folder_name,rank,section_id,chapter_id,chapter_title,section_title,similarity_score,candidate_band,mapping_grade,status,rationale
B0090,book,"Crane, Walter：The Bases of Design, 1898",4,16.2,CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,数据集作为设计材料,0.333858,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0090,book,"Crane, Walter：The Bases of Design, 1898",5,1.5,CH01,第一章　工业化、劳动分工与“设计”的生成,工厂中的匿名设计,0.332606,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0090,book,"Crane, Walter：The Bases of Design, 1898",6,6.1,CH06,第六章　东亚转译与中国现代设计的形成（1895—1949）,概念前史,0.327152,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0090,book,"Crane, Walter：The Bases of Design, 1898",7,7.3,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,美国“Good Design”体系,0.319549,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0090,book,"Crane, Walter：The Bases of Design, 1898",8,1.2,CH01,第一章　工业化、劳动分工与“设计”的生成,机器、能源与尺度变化,0.302953,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0091,book,"Crawford, Alan：《C.R. Ashbee architect, designer romantic socialist》",1,1.5,CH01,第一章　工业化、劳动分工与“设计”的生成,工厂中的匿名设计,0.336199,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0091,book,"Crawford, Alan：《C.R. Ashbee architect, designer romantic socialist》",2,7.6,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,北欧设计的制度基础,0.328656,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0091,book,"Crawford, Alan：《C.R. Ashbee architect, designer romantic socialist》",3,12.1,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,从职业伦理到社会批判,0.318497,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0091,book,"Crawford, Alan：《C.R. Ashbee architect, designer romantic socialist》",4,2.5,CH02,第二章　改良、消费、展览与跨国物质流动,从唯美主义到新艺术,0.316408,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0091,book,"Crawford, Alan：《C.R. Ashbee architect, designer romantic socialist》",5,4.3,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,1923年的制度转向,0.315124,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0091,book,"Crawford, Alan：《C.R. Ashbee architect, designer romantic socialist》",6,2.3,CH02,第二章　改良、消费、展览与跨国物质流动,拉斯金、莫里斯与劳动伦理,0.306376,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0091,book,"Crawford, Alan：《C.R. Ashbee architect, designer romantic socialist》",7,9.5,CH09,第九章　消费社会、家庭、性别与企业形象,企业形象的系统化,0.298854,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0091,book,"Crawford, Alan：《C.R. Ashbee architect, designer romantic socialist》",8,12.6,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,女性主义设计批评,0.294703,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0092,book,Criticality：《and Its Discontents》,1,11.1,CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,现代主义危机的社会条件,0.352636,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0092,book,Criticality：《and Its Discontents》,2,6.1,CH06,第六章　东亚转译与中国现代设计的形成（1895—1949）,概念前史,0.32944,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0092,book,Criticality：《and Its Discontents》,3,7.3,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,美国“Good Design”体系,0.321608,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0092,book,Criticality：《and Its Discontents》,4,4.3,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,1923年的制度转向,0.271887,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0092,book,Criticality：《and Its Discontents》,5,0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,0.26957,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0092,book,Criticality：《and Its Discontents》,6,15.4,CH15,第十五章　批判、推测、转型与多元世界设计,对抗性设计与公共争议,0.269343,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0092,book,Criticality：《and Its Discontents》,7,4.7,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,迁徙、正典与区域转译,0.262229,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0092,book,Criticality：《and Its Discontents》,8,9.5,CH09,第九章　消费社会、家庭、性别与企业形象,企业形象的系统化,0.261447,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0093,book,"CROSS, NIGEL. From a Design Science to a Design Discipline Understanding Designe",1,13.4,CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,设计教育、学科史与职业制度恢复,0.330414,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0093,book,"CROSS, NIGEL. From a Design Science to a Design Discipline Understanding Designe",2,0.1,CH00,导论　设计史的对象、证据、时间与叙事,“设计”是对象、活动还是制度,0.290329,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0093,book,"CROSS, NIGEL. From a Design Science to a Design Discipline Understanding Designe",3,14.3,CH14,第十四章　交互、服务与平台：数字设计的制度化,HCI与设计方法的汇合,0.287018,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0093,book,"CROSS, NIGEL. From a Design Science to a Design Discipline Understanding Designe",4,16.2,CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,数据集作为设计材料,0.277063,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0093,book,"CROSS, NIGEL. From a Design Science to a Design Discipline Understanding Designe",5,4.3,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,1923年的制度转向,0.275555,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0093,book,"CROSS, NIGEL. From a Design Science to a Design Discipline Understanding Designe",6,1.1,CH01,第一章　工业化、劳动分工与“设计”的生成,前工业造物与分布式知识,0.266039,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0093,book,"CROSS, NIGEL. From a Design Science to a Design Discipline Understanding Designe",7,16.4,CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,生成式AI与作者制度,0.254947,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0093,book,"CROSS, NIGEL. From a Design Science to a Design Discipline Understanding Designe",8,0.4,CH00,导论　设计史的对象、证据、时间与叙事,人工物如何成为史料,0.250375,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0094,book,"Cross, Nigel; Christiaans, Henri; Dorst, Kees (eds.)：Analysing Design Activity, 1996",1,7.7,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,日本战后设计重建,0.316584,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0094,book,"Cross, Nigel; Christiaans, Henri; Dorst, Kees (eds.)：Analysing Design Activity, 1996",2,14.3,CH14,第十四章　交互、服务与平台：数字设计的制度化,HCI与设计方法的汇合,0.296346,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0094,book,"Cross, Nigel; Christiaans, Henri; Dorst, Kees (eds.)：Analysing Design Activity, 1996",3,5.6,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,人体测量、家务与效率,0.288304,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0094,book,"Cross, Nigel; Christiaans, Henri; Dorst, Kees (eds.)：Analysing Design Activity, 1996",4,14.5,CH14,第十四章　交互、服务与平台：数字设计的制度化,服务设计与组织流程,0.28772,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0094,book,"Cross, Nigel; Christiaans, Henri; Dorst, Kees (eds.)：Analysing Design Activity, 1996",5,16.2,CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,数据集作为设计材料,0.286903,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0094,book,"Cross, Nigel; Christiaans, Henri; Dorst, Kees (eds.)：Analysing Design Activity, 1996",6,12.4,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,参与式设计的北欧传统,0.286463,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0094,book,"Cross, Nigel; Christiaans, Henri; Dorst, Kees (eds.)：Analysing Design Activity, 1996",7,4.2,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,魏玛包豪斯与基础课程,0.27019,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0094,book,"Cross, Nigel; Christiaans, Henri; Dorst, Kees (eds.)：Analysing Design Activity, 1996",8,16.3,CH16,第十六章　算法、人工智能与中国当代设计转型（2008—至今）,推荐、搜索与可见性政治,0.269388,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0095,book,"Dabrowski, Magdalena (ed.)：Revolution：Russian Avant-Garde, 1912-1930, 1978",1,3.4,CH03,第三章　战争、革命与先锋派的视觉—物质实验,俄国构成主义与生产主义,0.463879,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0095,book,"Dabrowski, Magdalena (ed.)：Revolution：Russian Avant-Garde, 1912-1930, 1978",2,3.2,CH03,第三章　战争、革命与先锋派的视觉—物质实验,未来主义,0.365016,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0095,book,"Dabrowski, Magdalena (ed.)：Revolution：Russian Avant-Garde, 1912-1930, 1978",3,C.0,CH99,结语　从正典到关系、责任与可能性,结语综合,0.362081,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0095,book,"Dabrowski, Magdalena (ed.)：Revolution：Russian Avant-Garde, 1912-1930, 1978",4,3.6,CH03,第三章　战争、革命与先锋派的视觉—物质实验,新摄影、新字体与展览设计,0.351271,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0095,book,"Dabrowski, Magdalena (ed.)：Revolution：Russian Avant-Garde, 1912-1930, 1978",5,4.3,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,1923年的制度转向,0.349154,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0095,book,"Dabrowski, Magdalena (ed.)：Revolution：Russian Avant-Garde, 1912-1930, 1978",6,3.5,CH03,第三章　战争、革命与先锋派的视觉—物质实验,风格派与普遍秩序,0.348996,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0095,book,"Dabrowski, Magdalena (ed.)：Revolution：Russian Avant-Garde, 1912-1930, 1978",7,7.3,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,美国“Good Design”体系,0.344151,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0095,book,"Dabrowski, Magdalena (ed.)：Revolution：Russian Avant-Garde, 1912-1930, 1978",8,11.5,CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,孟菲斯及对象的叙事化,0.324505,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0096,book,Dan Saffer：《Designing for Interaction Creating Innovative Applications》，2009,1,14.2,CH14,第十四章　交互、服务与平台：数字设计的制度化,图形用户界面与交互范式,0.523675,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0096,book,Dan Saffer：《Designing for Interaction Creating Innovative Applications》，2009,2,14.3,CH14,第十四章　交互、服务与平台：数字设计的制度化,HCI与设计方法的汇合,0.387656,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0096,book,Dan Saffer：《Designing for Interaction Creating Innovative Applications》，2009,3,14.5,CH14,第十四章　交互、服务与平台：数字设计的制度化,服务设计与组织流程,0.350711,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0096,book,Dan Saffer：《Designing for Interaction Creating Innovative Applications》，2009,4,14.4,CH14,第十四章　交互、服务与平台：数字设计的制度化,网络、网页与移动交互,0.349668,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0096,book,Dan Saffer：《Designing for Interaction Creating Innovative Applications》，2009,5,14.6,CH14,第十四章　交互、服务与平台：数字设计的制度化,设计系统与平台规模化,0.29451,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0096,book,Dan Saffer：《Designing for Interaction Creating Innovative Applications》，2009,6,12.1,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,从职业伦理到社会批判,0.293945,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0096,book,Dan Saffer：《Designing for Interaction Creating Innovative Applications》，2009,7,13.3,CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,跨国公司、区域流动与地方市场,0.277264,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0096,book,Dan Saffer：《Designing for Interaction Creating Innovative Applications》，2009,8,12.3,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,环境设计与生命周期,0.270327,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0097,book,"Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》",1,11.7,CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,后现代的全球传播与边界,0.317505,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0097,book,"Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》",2,5.1,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,装饰艺术与1925年巴黎博览会,0.313757,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0097,book,"Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》",3,3.6,CH03,第三章　战争、革命与先锋派的视觉—物质实验,新摄影、新字体与展览设计,0.299972,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0097,book,"Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》",4,6.3,CH06,第六章　东亚转译与中国现代设计的形成（1895—1949）,印刷资本与视觉公共领域,0.299728,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0097,book,"Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》",5,4.3,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,1923年的制度转向,0.299239,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0097,book,"Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》",6,11.3,CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,意大利激进设计与反设计,0.293149,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0097,book,"Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》",7,1.6,CH01,第一章　工业化、劳动分工与“设计”的生成,“工业艺术”“装饰艺术”与“设计”,0.28946,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0097,book,"Daniel Berkeley Updike：《Printing Types Their History, Forms, and Use》",8,8.6,CH08,第八章　冷战、社会主义设计、去殖民化与国家建设,拉丁美洲与非洲的现代化项目,0.286284,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0098,book,"Daniel Kahneman：《Thinking, Fast and Slow》，2011",1,11.4,CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,建筑的复杂、矛盾与符号,0.286484,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0098,book,"Daniel Kahneman：《Thinking, Fast and Slow》，2011",2,15.2,CH15,第十五章　批判、推测、转型与多元世界设计,设计虚构与推测设计,0.282448,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0098,book,"Daniel Kahneman：《Thinking, Fast and Slow》，2011",3,12.7,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,社会创新、社区设计与正义,0.274688,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0098,book,"Daniel Kahneman：《Thinking, Fast and Slow》，2011",4,4.7,CH04,第四章　制度化的现代主义：制造联盟、包豪斯与设计教育,迁徙、正典与区域转译,0.27371,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0098,book,"Daniel Kahneman：《Thinking, Fast and Slow》，2011",5,C.0,CH99,结语　从正典到关系、责任与可能性,结语综合,0.270283,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0098,book,"Daniel Kahneman：《Thinking, Fast and Slow》，2011",6,13.4,CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,设计教育、学科史与职业制度恢复,0.26712,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0098,book,"Daniel Kahneman：《Thinking, Fast and Slow》，2011",7,13.2,CH13,第十三章　全球生产、品牌系统与中国设计转型（1978—2008）,品牌从标志到体验系统,0.265129,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0098,book,"Daniel Kahneman：《Thinking, Fast and Slow》，2011",8,0.8,CH00,导论　设计史的对象、证据、时间与叙事,如何阅读本书,0.258993,machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0099,book,"David Crowley, Susan E. Reid：《Socialist Spaces Sites of Everyday Life in the Eastern Bloc》，2002",1,8.2,CH08,第八章　冷战、社会主义设计、去殖民化与国家建设,东欧社会主义日常生活,0.51932,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0099,book,"David Crowley, Susan E. Reid：《Socialist Spaces Sites of Everyday Life in the Eastern Bloc》，2002",2,8.3,CH08,第八章　冷战、社会主义设计、去殖民化与国家建设,苏联及社会主义现代主义,0.437497,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0099,book,"David Crowley, Susan E. Reid：《Socialist Spaces Sites of Everyday Life in the Eastern Bloc》，2002",3,10.4,CH10,第十章　新中国设计制度的重组（1949—1978）,大型公共活动与公共建筑,0.39651,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0099,book,"David Crowley, Susan E. Reid：《Socialist Spaces Sites of Everyday Life in the Eastern Bloc》，2002",4,7.6,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,北欧设计的制度基础,0.387306,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0099,book,"David Crowley, Susan E. Reid：《Socialist Spaces Sites of Everyday Life in the Eastern Bloc》，2002",5,8.1,CH08,第八章　冷战、社会主义设计、去殖民化与国家建设,冷战展览与生活方式竞争,0.380546,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0099,book,"David Crowley, Susan E. Reid：《Socialist Spaces Sites of Everyday Life in the Eastern Bloc》，2002",6,3.4,CH03,第三章　战争、革命与先锋派的视觉—物质实验,俄国构成主义与生产主义,0.373988,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0099,book,"David Crowley, Susan E. Reid：《Socialist Spaces Sites of Everyday Life in the Eastern Bloc》，2002",7,3.5,CH03,第三章　战争、革命与先锋派的视觉—物质实验,风格派与普遍秩序,0.368082,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0099,book,"David Crowley, Susan E. Reid：《Socialist Spaces Sites of Everyday Life in the Eastern Bloc》，2002",8,2.1,CH02,第二章　改良、消费、展览与跨国物质流动,1851年万国工业博览会,0.365517,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0100,book,David Crowley：《Warsaw》,1,8.2,CH08,第八章　冷战、社会主义设计、去殖民化与国家建设,东欧社会主义日常生活,0.608855,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0100,book,David Crowley：《Warsaw》,2,2.4,CH02,第二章　改良、消费、展览与跨国物质流动,百货商店与现代消费者,0.401725,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0100,book,David Crowley：《Warsaw》,3,9.1,CH09,第九章　消费社会、家庭、性别与企业形象,丰裕社会与消费公民,0.400997,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0100,book,David Crowley：《Warsaw》,4,8.1,CH08,第八章　冷战、社会主义设计、去殖民化与国家建设,冷战展览与生活方式竞争,0.395685,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0100,book,David Crowley：《Warsaw》,5,8.3,CH08,第八章　冷战、社会主义设计、去殖民化与国家建设,苏联及社会主义现代主义,0.391048,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0100,book,David Crowley：《Warsaw》,6,12.6,CH12,第十二章　设计责任的扩展：伦理、生态、参与和包容,女性主义设计批评,0.381564,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0100,book,David Crowley：《Warsaw》,7,11.1,CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,现代主义危机的社会条件,0.372789,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0100,book,David Crowley：《Warsaw》,8,6.6,CH06,第六章　东亚转译与中国现代设计的形成（1895—1949）,民族形式与现代形式之争,0.368878,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0101,book,David Raizman：《History of Modern Design》,1,2.3,CH02,第二章　改良、消费、展览与跨国物质流动,拉斯金、莫里斯与劳动伦理,0.531504,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0101,book,David Raizman：《History of Modern Design》,2,11.3,CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,意大利激进设计与反设计,0.493133,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0101,book,David Raizman：《History of Modern Design》,3,5.2,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,美国大众消费体系,0.489913,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0101,book,David Raizman：《History of Modern Design》,4,11.5,CH11,第十一章　从反设计到后现代：意义、差异与媒介转向,孟菲斯及对象的叙事化,0.481458,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0101,book,David Raizman：《History of Modern Design》,5,7.4,CH07,第七章　重建与“优良设计”：欧美、日本的战后制度,乌尔姆设计学院,0.471064,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0101,book,David Raizman：《History of Modern Design》,6,5.1,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,装饰艺术与1925年巴黎博览会,0.46321,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
B0101,book,David Raizman：《History of Modern Design》,7,5.4,CH05,第五章　商业现代性：装饰艺术、流线型与工业设计职业,流线型的媒介迁移,0.448385,strong_machine_candidate,UNREVIEWED,candidate_needs_review,字符n-gram与英文术语相似度生成；尚未完成语义、版本和证据权限复核。
