source_id,section_id,grade,verification,role,accepted_claim,evidence_boundary,original_followup,status,review_file
B0081,4.7,B,V2,modley_us_adaptation,美国传播中Rudolf Modley代表“适应性变异”：拒绝Isotype的国际性与标准化，与Neurath哲学分歧致分化；van Kleeck主导的Organizing Committee（1933）失败,Ihara基于美国档案的书信与会议记录；“变异质量”评价属作者判断,clean第6037行,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0081_章节映射.csv
B0081,4.7,B,V2,west_africa_colonial_transfer,Isotype在西非（黄金海岸/尼日利亚Western Region，1952-1958）作为殖民/后殖民规划的视觉工具：Marie Neurath提出本地团队训练计划并自认成效未测试,Kindel个案研究；殖民/后殖民评价属解释框架，个案普遍性有限,clean第10444行,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0081_章节映射.csv
B0081,4.7,X,V2,p4_knowledge_emergence,知识涌现模型（P4）仅作语义路由使用，不构成Isotype史实的独立证据来源；任何由P4推演出的Isotype命题均无史学效力,P4为检索/组织工具，命题有效性取决于clean行号证据,本包全部clean行号回查项,P4_EMERGENCE_SEMANTIC_ROUTE_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-005-CH04-BAUHAUS\mappings\B0081_章节映射.csv
B0082,0.1,C,V2,media_institution_construction,摄影这类人工物的身份与权威由制度性权力关系建构而非技术本质决定（Tagg式命题），可为“设计是制度”提供平行案例,该命题在本书中以殖民监控语境论证，属作者援引Tagg的转述框架，不直接论及设计,回查clean第160行及第710行Nagda“不特权化摄影”的对照,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,0.2,B,V2,alternative_modernity,印度本土摄影是特定历史政治条件下高度“现代”的视觉身份尝试，既非前现代残余亦非本质“印度性”（对Gutman的批判）,该判断是作者对Gutman《Through Indian Eyes》的论战命题，“现代”一词须按作者语境理解,回查clean第594—606行区域（Gutman批判段）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,0.3,B,V2,object_centered_social_history,以“物的社会生命”（Appadurai）与“摄影生态”（ecology）替代分类学，示范以物为中心的关系史书写,方法框架来自Appadurai/Thomas，本书是应用范例而非该命题的首创者,回查clean第83行与第95行（concrete historical circulation）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,0.4,B,V2,artifact_as_historical_evidence,照片成为史料的条件：需档案互证、题注文本细读，且reception记录稀缺构成史料解释的边界,作者明确指出“很难找到接受史文献”，故由文本与制度推断接受是作者方法而非实证结论,回查clean第314行及第247行博物馆学话语,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,0.5,B,V2,image_archive_orality_triangulation,图像细读、殖民档案与口述（照片elicitation、摄影师生涯访谈、村民收藏记录）三线证据可交叉支撑摄影社会史,第1—2章为档案+图像，第3章为口述+参与观察，两类证据的时代与地域不同，不可混为同一接受证据,回查clean第178行、第706行、第1206行三类证据的分布,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,0.6,A,V2,producers_absence_and_presence,殖民地生产者与普通使用者如何被类型学化而抹去个体（The People of India），以及被展示者记录（Sayyid Ahmad Khan抗议）与当代田野中普通使用者的在场,消失机制分析是作者命题（有题注文本佐证）；Sayyid Ahmad Khan文本是被展示者第一手记录，两者须分列证据等级,回查clean第312行、第318—328行、第1206行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,0.7,B,V2,circulation_translation_entanglement,意义由流通网络中的选择、误读、翻译与纠缠建构（Venetian trade beads、entangled objects），而非单向扩散,Venetian trade beads比喻借自Steiner，是作者的分析性借用；“纠缠”框架出自Nicholas Thomas,回查clean第91行、第95行,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,1.6,C,V2,concept_competition,photo/painting范畴的竞争与模糊（photobananevale取代chitrakar、涂料覆盖照片、Parsi工作室“artist-photographer”自我呈现）可作为概念竞争机制的平行案例,本书讨论的是图像媒介范畴而非“设计”概念本身，映射为类比性补充,回查clean第706行、第874行,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,2.1,C,V2,colonial_exhibition_network,1862年Calcutta Exhibition与1861年向伦敦展览中央委员会征集“族群照片”，显示世界博览会网络延伸至殖民地征集体系,本书仅顺带提及该展览，无博览会内部陈列细节，属网络背景证据,回查clean第178行、第243行,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,2.2,C,V2,museum_governance,殖民博物馆（Indian Museum、Madras Museum）与官方征集令联动（Thurston、Breeks），构成国家治理通过博物馆/档案运作的印度侧案例,该机制是殖民治理而非英国本土博物馆学校体系，与2.2主线为平行关系,回查clean第330行、第345行,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,2.3,C,V2,ruskin_morris_circulation,Ruskin/Morris观念经Birdwood—Kipling—Gandhi中介进入印度视觉话语的谱系（作者明示的“文化的来与去”）,该谱系为作者在Preface一笔带过的联想性谱系，非系统论证，不得展开为拉斯金莫里斯在印度影响史,回查clean第91行,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,2.6,A,V2,colonial_classification,殖民分类机制完整链条：命名（题注“Goojur Landholder”质疑）、政治忠诚度等级化（Gujar/Banjara/Baniya对照）、舞台化“复原”原始状态（Dobson、Peppé）与东方学征引性网格（照片—博物馆—档案交叉引用）,题注与Dobson记录是组织者话语，“分类机制”批判是作者命题；安达曼妇女等被摄者无自我记录，不得推断其接受,回查clean第262—280行、第312行、第330—336行、第275行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,2.7,A,V2,cross_border_translation,跨境迁移与地方现代性：swagger肖像从欧洲贵族经印度精英到大众照相馆的再语境化、painted photographs的符号学“反转”、蒙太奇对电影海报语法的横向迁移，均为选择、误读、翻译与再生产而非单向“影响”,“Chandni Chowk Rodchenko”等相似性联想不得当作实际传播证据；各案例的迁移路径多为作者基于图像与访谈的重构,回查clean第503—525行、第874行、第1283行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,8.5,C,V2,postcolonial_state_identity,尾声passport photos显示身份识别技术从殖民监控（第1章指纹/测量）延续为后殖民国家官僚需要，“否定殖民遭遇”与“国家需要”在街头视觉空间并存,尾声是约1000词的田野随笔，“后殖民视觉综合体”为作者隐喻性总结，缺乏制度史论证,回查clean第1277—1301行,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0082,12.7,C,V2,sitter_agency,被摄者能动性：Bherulal拒收不合意的照片、客户以本土范畴（vyaktitva/charitra）定义影像用途、“小问题”式访谈尊重被访者自我阐释，可作为参与/包容视角的案例,这些是研究伦理与方法示范而非设计参与实践，映射为类比性补充,回查clean第85—87行、第1206—1210行,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-003-CH02-EXPANDED\mappings\B0082_章节映射.csv
B0083,13.1,C,V2,cosmopolitan_localism,设计全球化既是品牌全球化也是地方重构（Manzini的cosmopolitan localism）——13.1全球生产与地方语境,选文（Manzini）；理论命题,分析报告（L54057）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-021-CH16-DEEP\mappings\B0083_章节映射.csv
B0083,C.0,A,V2,design_studies_discipline,设计研究是跨学科的反思性事业——设计是过程、产品、系统、使用及其对人的影响的整体（'Design is everywhere'）——design studies第一部综合性读本——C.0学科收束,学科纲领（2009）；编者界定,分析报告（L1794、L1810-1811）,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-021-CH16-DEEP\mappings\B0083_章节映射.csv
B0083,C.0,B,V2,design_no_fixed_essence,设计无固定本质（Margolin）：不指称'可以像蝴蝶一样钉住的一类对象'，而是'对人工世界的构思与规划'——C.0设计本体,选文（Margolin）；理论命题,分析报告（L5542-5545）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-021-CH16-DEEP\mappings\B0083_章节映射.csv
B0084,0.2,A,V2,layered_nonlinear_periodisation,设计史分期应把生产方式看作累积层叠而非新方式完全替代旧方式,六层模型是分析工具且可能过度整齐,以区域案例检验各层的起止、重叠与权力关系,ACCEPTED_AS_METHOD,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0084_章节映射.csv
B0084,0.3,A,V2,history_economics_policy_and_context,设计史可贯通生产、使用、经济价值与制度政策而不只描述形式,文集跨时期跨文类并置不能自动组成统一因果理论,逐篇注明文类、日期、原出处和论证层级,ACCEPTED_AS_METHOD,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0084_章节映射.csv
B0084,0.6,A,V2,editorial_selection_unfinished_text_and_regional_bias,文选取舍、未刊稿状态、纪念性目的和区域材料不均必须进入证据审计,编者自陈局限不等于已修复这些偏差,补未收文本、原出处、本地研究和反方评论,ACCEPTED_AS_EVIDENCE_AUDIT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0084_章节映射.csv
B0084,0.7,B,V2,global_history_of_making_fragments,游牧贸易奴役和多种制造层次可扩展全球设计史问题范围,未刊片段不构成完整全球史且地区证据不对称,回原引注并补非西方专史和主体材料,ACCEPTED_WITH_VERIFICATION_GAP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0084_章节映射.csv
B0084,1.1,A,V2,layered_preindustrial_making_and_knowledge,家庭作坊贸易与多种制造方式共同保存和重组分布式知识,普遍设计能力不能抹去技能制度和劳动不平等,补训练、工具、合同、家庭与工匠主体材料,ACCEPTED_WITH_LIMITS,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0084_章节映射.csv
B0084,1.2,B,V2,industrial_layers_and_mass_production,蒸汽电力与大规模生产叠加于既有方式并改变规模和组织,美国体系材料与B0225重印不算独立互证,该部分仅作版文互校；另补机器、工厂和劳动原档,PARTIAL_DUPLICATE_SUPPORT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0084_章节映射.csv
B0084,1.3,A,V2,production_use_context_and_coordination,设计须桥接生产约束与使用需求并协调多种专门活动,抽象桥接模型不能替代具体图样规格和车间权力证据,补图样、职位、评审、工序与使用反馈,ACCEPTED_WITH_MECHANISM_FOLLOWUP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0084_章节映射.csv
B0084,1.4,B,V2,material_technology_and_layered_form,材料与技术在不同生产层次中被反复再利用并形成不同形式,文集不是棉陶瓷金属等材料专史,与B0154、B0169及材料环境史互证,ACCEPTED_AS_SUPPORT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0084_章节映射.csv
B0084,1.5,A,V2,design_as_distributed_human_capacity,设计能力分布于工匠、企业、组织和使用者而非职业名家独占,普遍能力命题不能自动确定对象作者或责任,逐对象补构思制作管理销售使用责任链,ACCEPTED_WITH_LIMITS,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0084_章节映射.csv
B0084,1.6,A,V2,design_definition_value_and_profession,设计可同时作为人类能力、专业活动和经济制度角色分析,三个层级不得混写成同一跨历史词义,补同期词源、职位、学校、协会和企业制度材料,ACCEPTED_WITH_CONCEPT_HISTORY_FOLLOWUP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0084_章节映射.csv
B0084,1.7,A,V2,coexisting_global_production_layers,不同地区的手工前工业与工业方式长期共存且非同步组合,全球材料仍偏薄且层叠不等于关系平等,与区域劳动史、殖民史和企业史交叉验证,ACCEPTED_WITH_COUNTERSOURCE_REQUIRED,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0084_章节映射.csv
B0084,2.7,B,V2,trade_migration_and_local_reconfiguration,贸易、工匠迁移与制度学习使造物方式跨境重组而非简单扩散,未刊片段及日本中国综述不足以证明具体地方接受,补对象贸易、人员、机构和使用者材料,ACCEPTED_AS_SUPPORT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0084_章节映射.csv
B0085,16.3,C,V2,explanatory_communication,将数据转化为有效沟通的关键在'用数据讲故事'（解释性沟通六课框架）；始于沟通情境理解（Who/What/How）——16.3数据呈现实践,作者实践理论（2015）；Google培训经验,分析报告（Ch.1、8）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-021-CH16-DEEP\mappings\B0085_章节映射.csv
B0085,16.3,C,V2,preattentive_attributes,前注意属性（大小、颜色、空间位置）在不到一秒内被无意识捕捉——16.3可见性设计认知工具,作者理论（2015）；认知心理学证据,分析报告（Ch.4）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-021-CH16-DEEP\mappings\B0085_章节映射.csv
B0085,16.3,C,V2,data_ink_gestalt,'空白页面上的每一个元素都会占用受众的认知负荷'——数据墨水比与格式塔原则用于去杂——16.3呈现规范,作者理论（2015）；借Tufte/Duarte框架,分析报告（Ch.3）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-021-CH16-DEEP\mappings\B0085_章节映射.csv
B0086,0.4,A,V2,textile_object_as_multilayer_evidence,纤维捻向织纹幅宽接缝染层和磨损可提出生产贸易与使用问题,纺织物不是自足文本且对象归属与年代须互证,补对象检验、馆藏史、考古、口述和贸易记录,ACCEPTED_WITH_LIMITS,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0086_章节映射.csv
B0086,0.5,A,V2,triangulation_of_material_linguistic_and_archival_sources,技术分析可同考古语言植物口述和书面档案形成多链互证,不同证据尺度和不确定性不能被合并抹平,逐项记录证据类型、定位、置信和冲突,ACCEPTED_AS_METHOD,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0086_章节映射.csv
B0086,0.6,A,V2,museum_archive_and_silent_labor_bias,收藏与殖民档案会错置地点并压低女性乡村与被奴役劳动者的可见性,恢复缺席主体仍需主体证据不能只靠形式推断,补来源社群、劳动身份、征集史和地方档案,ACCEPTED_AS_EVIDENCE_AUDIT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0086_章节映射.csv
B0086,0.7,A,V2,local_objects_and_global_networks,地方纺织对象可连接跨撒哈拉、大西洋、印度洋和化学工业网络,连接不等于单向传播或同质全球化,建立接触、选择、制作、交易和使用链,ACCEPTED_WITH_CAUSAL_LIMIT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0086_章节映射.csv
B0086,1.1,A,V2,distributed_textile_knowledge,纺纱织造染色裁缝与刺绣知识分布在家庭、性别化工序、作坊和贸易网络中,性别分工并非固定且地区技术复合体差异显著,补工具、工序、训练、劳动和对象材料,ACCEPTED_WITH_LIMITS,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0086_章节映射.csv
B0086,1.4,A,V2,fiber_loom_dye_and_pattern_system,纤维、织机、纱线、染料与图案技术共同限定纺织形式,部分早期材料与染料证据只达推测层级,补材料检测、考古断代与技术复原,ACCEPTED_WITH_VERIFICATION_GAP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0086_章节映射.csv
B0086,1.5,B,V2,anonymous_artisan_and_trade_network,生产者、裁缝、染工、商人和消费者共同改变纺织品而常未被署名,对象形式不能单独确定个人作者与动机,补订单、口述、作坊、交易与使用记录,ACCEPTED_AS_SUPPORT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0086_章节映射.csv
B0086,1.7,A,V2,west_african_mixed_technical_trajectories,地方织机、进口布、工厂纱与新染料长期并存并被选择性重组,下尼日尔案例不能代表整个非洲,补其他西非区域、印度布来源和殖民政策比较,ACCEPTED_WITH_COUNTERSOURCE_REQUIRED,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0086_章节映射.csv
B0086,2.4,B,V2,consumer_choice_and_market_mediation,消费者对颜色材料与仿制质量的选择会改变商人订货和生产策略,商人记录不能完整代表普通消费者声音,补价格、交易、家庭与穿用材料,ACCEPTED_WITH_AUDIENCE_GAP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0086_章节映射.csv
B0086,2.6,B,V2,colonial_collection_and_classification,殖民记录和博物馆目录如何命名地点族群与传统可作为分类史材料,不得把收藏标签当成中性制造地或族群发明证明,补征集记录、来源社群和对象技术证据,ACCEPTED_AS_CRITICAL_CONTEXT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0086_章节映射.csv
B0086,2.7,A,V2,selection_refusal_imitation_and_reproduction,跨境纺织流动包含地方选择、拒绝、仿制、再织与材料替换,形式相似不能独立证明直接影响或文化意义一致,逐对象补贸易、样品、买方规格和地方使用,ACCEPTED_WITH_LIMITS,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0086_章节映射.csv
B0087,14.3,B,V2,contextual_inquiry,情境化调查（Contextual Inquiry）：师徒关系模型与四大原则（情境/伙伴关系/解释/焦点）——在真实工作场所揭示隐性工作结构,方法著作（1998）；方法成效以项目为准,Ch3-4分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-016-CH14-DIGITAL\mappings\B0087_章节映射.csv
B0087,14.3,B,V2,work_modeling_consolidation,五种工作模型（流动/序列/人工制品/文化/物理）与亲和图整合：个体客户→市场共同结构——用户研究入专业流程,方法框架（1998）；整合有效性以团队实践为准,Ch5-6分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-016-CH14-DIGITAL\mappings\B0087_章节映射.csv
B0087,14.3,C,V2,work_model_imposition,"任何系统都强制施加""工作模型""：设计师的选择在于有意识设计还是意外副产品——使用情境的扩大命题",作者核心主张（1998）；'强制'判断为设计哲学命题,Ch1-2分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-016-CH14-DIGITAL\mappings\B0087_章节映射.csv
B0090,0.3,B,V2,multicausal_actor_framework_for_design,Crane试图以建筑、用途、材料、条件、个体与集体等多因素解释设计,十项体系是1898年的参与者框架且若干因素含决定论,作为史学对象并用现代材料史、劳动史和区域史检验,ACCEPTED_AS_HISTORICAL_ACTOR_THEORY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0090_章节映射.csv
B0090,0.5,B,V2,lecture_illustration_comparison_and_claim_types,讲稿结合示意图、照片、对象比较和作者判断，须区分观察、类比与因果主张,当前未逐图核验且形态相似不证明历史联系,回实际图版、对象来源、年代与传播证据,ACCEPTED_WITH_VISUAL_VERIFICATION_GAP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0090_章节映射.csv
B0090,0.6,A,V2,evolutionist_climatic_racial_imperial_and_visual_bias,进化论、气候决定、种族本质和帝国收藏视角会扭曲跨文化设计解释,识别问题不能把全部材料一概作废,保留可核工艺描述并补本地、殖民征集和反方研究,ACCEPTED_AS_EVIDENCE_AUDIT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0090_章节映射.csv
B0090,1.1,B,V2,workshop_tools_repetition_and_tradition,作坊中工具、材料和重复劳动被作者视为传统形式累积的机制,大教堂和前现代作坊被理想化且工人关系未被档案验证,补作坊账簿、训练、工资、合同和考古材料,ACCEPTED_AS_ACTOR_THEORY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0090_章节映射.csv
B0090,1.3,A,V2,utility_material_method_condition_and_design_control,用途、材料、加工方法和安放条件共同限制图样与处理方式,形式类比不能直接证明母题起源或单向决定,补工序实验、图样、工具痕迹、年代和传播链,ACCEPTED_WITH_MECHANISM_FOLLOWUP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0090_章节映射.csv
B0090,1.4,A,V2,material_process_and_form_treatment,石、木、黏土、蜡、金属和玻璃的物性及工法被具体联系到形式处理,‘忠于材料’是规范性判断且部分视觉例证待图版核验,补材料检测、工艺复原、对象与供应链,ACCEPTED_WITH_OBJECT_FOLLOWUP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0090_章节映射.csv
B0090,1.5,A,V2,collective_workshop_authorship_and_individual_variation,传统、作坊、跨代协作和个体变异共同塑造对象，不能只归功于名家,匿名不等于平等且具体对象责任仍未知,补署名、图样、工序、工匠名册和管理记录,ACCEPTED_WITH_AUTHORSHIP_FOLLOWUP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0090_章节映射.csv
B0090,1.6,B,V2,design_as_unified_but_specialized_field_in_education,各设计门类专业化与艺术统一的张力可作为设计教育和概念史材料,统一艺术树隐喻是Crane的规范立场而非制度现实,补课程、职位、学校档案、行业组织与同期术语,ACCEPTED_AS_PRIMARY_CONCEPT_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0090_章节映射.csv
B0090,1.7,X,V2,racial_and_climatic_essence_as_regional_cause,不接受以‘种族特性’或气候直接解释地区色彩、形式和艺术能力,概念含本质主义且证据多为选择性比较与形态印象,改用制度、材料、贸易、劳动、委托与地方解释,EXCLUDE_AS_CAUSAL_MODEL,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0090_章节映射.csv
B0090,2.3,A,V2,arts_crafts_material_labour_and_machine_primary_text,材料、手脑结合、集体劳动与机器生产批评构成工艺美术运动的一手论述,产品‘令人沮丧’是作者审美判断，工厂劳动事实需另证,与工厂、企业、工人、商品和消费者档案对读,ACCEPTED_AS_PRIMARY_ACTOR_TEXT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0090_章节映射.csv
B0090,2.5,A,V2,books_wallpaper_glass_metal_and_total_environment,书籍、壁纸、织物、玻璃、金属与建筑位置组成总体环境式设计论,对象图版、委托、制作与使用情境尚未逐件核验,补完整图版、对象档案与室内使用证据,ACCEPTED_WITH_OBJECT_FOLLOWUP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0090_章节映射.csv
B0090,2.7,C,V2,cross_cultural_comparison_as_imperial_knowledge_history,波斯、印度、中国、日本等比较可用于研究英国设计教育如何组织全球知识,不得把其分类、形态相似或种族术语当作地方事实与影响证据,补来源社群、征集、贸易、人员和地方接受材料,CONTEXT_ONLY_WITH_COLONIAL_AUDIT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0090_章节映射.csv
B0091,0.3,A,V2,contextual_biography_institution_enterprise_and_object,个人思想、制度、企业、作品与接受史需相互校验而非写成单一名家生平,传记结构仍以Ashbee为中心且作品部分与生平部分有所分离,补工人、女性、地方、企业和对象级材料,ACCEPTED_AS_METHOD,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0091_章节映射.csv
B0091,0.5,A,V2,diary_minutes_finance_catalogue_drawing_triangulation,日记、会议记录、财务、公司文件、目录和图纸可交叉约束传主自述,材料存续不均且不同材料的沉默不能视为事件不存在,逐项记录出处、日期、作者、保存缺口和冲突,ACCEPTED_AS_SOURCE_METHOD,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0091_章节映射.csv
B0091,0.6,A,V2,biographical_worker_gender_attribution_and_empire_bias,传主中心、工人中介、性别不均、归属推定和帝国视角均须进入审计,Crawford公开局限不等于已消除这些偏差,补成员自述、妇女家属、地方档案、来源社群和较新研究,ACCEPTED_AS_EVIDENCE_AUDIT,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0091_章节映射.csv
B0091,1.1,A,V2,school_guild_apprenticeship_and_workshop_knowledge,School与Guild把课程、学徒、工场生产和共同体理想并置为制度实验,招生和课程存在不等于学习效果且控制权未完全交给工人,补学生作业、考核、就业、工资和成员材料,ACCEPTED_WITH_INSTITUTIONAL_FOLLOWUP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0091_章节映射.csv
B0091,1.3,A,V2,committee_board_profit_sharing_and_design_control,委员会、董事会、劳动董事、利润分享和资本份额具体重组了决策权,制度条款不等于实际平等运行且Ashbee权威长期存在,补会议表决、账簿、劳动争议和具体项目流程,ACCEPTED_WITH_MECHANISM_FOLLOWUP,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-002-CH01-EXPANDED\mappings\B0091_章节映射.csv
